Make,Model,Variant,Displacement,Fuel_Type,Body_Type,Seating_Capacity,City_Mileage
,Mercedes-Benz Gls,Grand Edition Diesel,2987 cc,Diesel,SUV,5,6.5 kmpl
Toyota,Land Cruiser Prado,Vx L,2982 cc,Diesel,SUV,7,7 kmpl
Lexus,Rx 450H,450Hl Luxury,3456 cc,Petrol,SUV,5,18.8 kmpl
Audi,Rs5,Coupe,2894 cc,Petrol,Coupe,4,
Bmw,7-Series,730Ld Design Pure Excellence,2993 cc,Diesel,Sedan,4,13.5 kmpl
Bmw,7-Series,730Ld Design Pure Excellence Signature,2993 cc,Diesel,Sedan,4,13.5 kmpl
Bmw,7-Series,730Ld M Sport,2993 cc,Diesel,Sedan,4,13.5 kmpl
Bmw,7-Series,740Li Design Pure Excellence Signature,2998 cc,Petrol,Sedan,4,
Bmw,7-Series,745Le Xdrive,2998 cc,Hybrid,Sedan,4,
Bmw,7-Series,M760Li Xdrive,6592 cc,Petrol,Sedan,4,
Audi,Q8,55 Tfsi Quattro Tiptronic,2995 cc,Petrol,SUV,7,
,Mercedes-Benz S-Class,S 350 D,2987 cc,Diesel,Sedan,5,9 kmpl
,Mercedes-Benz S-Class,S 450,2996 cc,Petrol,Sedan,5,5.4 kmpl
,Mercedes-Benz S-Class,Amg S 63 Coupe,3982 cc,Petrol,Coupe,4,5.4 kmpl
Maserati,Levante,Diesel,2987 cc,Diesel,SUV,4,5.2 kmpl
Maserati,Levante,Gransport,2979 cc,Diesel,SUV,4,5.2 kmpl
Maserati,Levante,Granlusson,2979 cc,Diesel,SUV,4,5.2 kmpl
,Mercedes-Benz G-Class,Amg G 63,3982 cc,Petrol,SUV,7,
,Mercedes-Benz G-Class,G 350D,2925 cc,Diesel,SUV,7,
Audi,A8 L,55 Tfsi Quattro,2995 cc,Petrol,Sedan,4,
Maserati,Granturismo,Sport,4691 cc,Petrol,Coupe,4,4.6 kmpl
Maserati,Quattroporte,Granlusso,2987 cc,Diesel,Sports,4,5.2 kmpl
Lexus,Lc 500H,Coupe,3456 cc,Hybrid,Coupe,4,
,Mercedes-Benz Maybach,S650,5980 cc,Petrol,Sedan,4,
,Mercedes-Benz Maybach,S560,4663 cc,Petrol,Sedan,4,7.81 kmpl
Porsche,Panamera,Turbo,3996 cc,Petrol,Sedan,4,7.1 kmpl
Porsche,Panamera,Turbo Executive,3996 cc,Petrol,Sedan,4,7.1 kmpl
Porsche,Panamera,Turbo Sport Turismo,3996 cc,Petrol,Sedan,4,7.1 kmpl
Lexus,Lx 450D,V8,4461 cc,Diesel,SUV,7,18 kmpl
,Mercedes-Benz S-Class Cabriolet,S500,4663 cc,Petrol,Convertible,4,5.4 kmpl
Audi,R8,V10 Plus,5204 cc,Petrol,Coupe,2,7.8 kmpl
Lamborghini,Urus,V8,3996 cc,Petrol,SUV,5,
Bentley,Continental Gt,Coupe,5998 cc,Petrol,Coupe,4,5.3 kmpl
Ferrari,Portofino,V8 Convertible,3855 cc,Petrol,Convertible,2,6 kmpl
Bentley,Bentayga,W12,5950 cc,Petrol,SUV,5,"9,6 kmpl"
Bentley,Bentayga,V8,3996 cc,Petrol,SUV,5,
Aston Martin,Db 11,V12,5198 cc,Petrol,Coupe,2,6 kmpl
Ferrari,458 Speciale,Coupe,4497 cc,Petrol,Coupe,2,6 kmpl
,Rolls-Royce Ghost Series Ii,6.6,6593 cc,Petrol,Sedan,5,10.5 kmpl
,Rolls-Royce Ghost Series Ii,Ewb,6592 cc,Petrol,Sedan,5,
,Rolls-Royce Wraith,Coupe,6592 cc,Petrol,Coupe,4,4.7 kmpl
Bentley,Mulsanne,Sedan,6752 cc,Petrol,Sedan,4,6.2 kmpl
,Rolls-Royce Cullinan,Suv,6750 cc,Petrol,SUV,5,
,Rolls-Royce Phantom Coupe,6.8 L,6749 cc,Petrol,Coupe,4,10.2 kmpl
Bugatti,Chiron,W16,7993 cc,Petrol,Sports,2,
Bugatti,Chiron,Sport,7993 cc,Petrol,Sports,2,
Bajaj,Qute (Re60),Qcar,216 cc,Petrol,Hatchback,4,
Bajaj,Qute (Re60),Qcar Cng,216 cc,CNG,Hatchback,4,
Maruti Suzuki,Alto,Std,796 cc,Petrol,Hatchback,5,
Maruti Suzuki,Alto,Std (O),796 cc,Petrol,Hatchback,5,
Maruti Suzuki,Alto,Lxi,796 cc,Petrol,Hatchback,5,
Maruti Suzuki,Alto,Lxi (O),796 cc,Petrol,Hatchback,5,
Maruti Suzuki,Alto,Vxi,796 cc,Petrol,Hatchback,5,
Maruti Suzuki,Alto,Lxi Cng (Cng +,796 cc,CNG + Petrol,Hatchback,5,
Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,796 cc,CNG + Petrol,Hatchback,5,
Maruti Suzuki,Alto,Vxi Plus,796 cc,Petrol,Hatchback,5,
Maruti Suzuki,S-Presso,Std,998 cc,Petrol,Hatchback,5,
Maruti Suzuki,S-Presso,Std (O),998 cc,Petrol,Hatchback,5,
Maruti Suzuki,S-Presso,Lxi,998 cc,Petrol,Hatchback,5,
Maruti Suzuki,S-Presso,Lxi (O),998 cc,Petrol,Hatchback,5,
Maruti Suzuki,S-Presso,Vxi,998 cc,Petrol,Hatchback,5,
Maruti Suzuki,S-Presso,Vxi (O),998 cc,Petrol,Hatchback,5,
Maruti Suzuki,S-Presso,Vxi Ags,998 cc,Petrol,Hatchback,5,
Maruti Suzuki,S-Presso,Vxi+,998 cc,Petrol,Hatchback,5,
Maruti Suzuki,S-Presso,Vxi (O) Ags,998 cc,Petrol,Hatchback,5,
Maruti Suzuki,S-Presso,Vxi+ Ags,998 cc,Petrol,Hatchback,5,
Maruti Suzuki,Celerio,Lxi,998 cc,Petrol,Hatchback,5,23 kmpl
Maruti Suzuki,Celerio,Vxi,998 cc,Petrol,Hatchback,5,23 kmpl
Maruti Suzuki,Celerio,Vxi At,998 cc,Petrol,Hatchback,5,23 kmpl
Maruti Suzuki,Celerio,Zxi,998 cc,Petrol,Hatchback,5,23 kmpl
Maruti Suzuki,Celerio,Zxi (Opt),998 cc,Petrol,Hatchback,5,23 kmpl
Maruti Suzuki,Celerio,Vxi Cng Mt,998 cc,CNG,Hatchback,5,
Maruti Suzuki,Celerio,Zxi Ags,998 cc,Petrol,Hatchback,5,23 kmpl
Maruti Suzuki,Celerio,Lxi Mt (O),998 cc,Petrol,Hatchback,5,23 kmpl
Maruti Suzuki,Celerio,Vxi (O) Mt,998 cc,Petrol,Hatchback,5,23 kmpl
Maruti Suzuki,Celerio,Vxi (O) Ags,998 cc,Petrol,Hatchback,5,23 kmpl
Maruti Suzuki,Celerio,Zxi (O) Ags,998 cc,Petrol,Hatchback,5,23 kmpl
Hyundai,Grand I10 Prime,Era T Crdi,1120 cc,Diesel,Hatchback,5,24 kmpl
Hyundai,Grand I10 Prime,Era T+ Crdi,1120 cc,Diesel,Hatchback,5,24 kmpl
Hyundai,Grand I10 Prime,Era T Vtvt,1197 cc,Petrol,Hatchback,5,18.9 kmpl
Hyundai,Grand I10 Prime,Era T+ Vtvt,1197 cc,Petrol,Hatchback,5,18.9 kmpl
Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,1197 cc,CNG,Hatchback,5,
Hyundai,Grand I10 Prime,Era T Cng Vtvt,1197 cc,CNG,Hatchback,5,
Mahindra,Kuv100 Nxt,K2 6Str,1198 cc,Petrol,Hatchback,6,15.5 kmpl
Mahindra,Kuv100 Nxt,K2+ 6Str,1198 cc,Petrol,Hatchback,6,15.5 kmpl
Mahindra,Kuv100 Nxt,K2 D 6Str,1198 cc,Diesel,Hatchback,6,22.25 kmpl
Mahindra,Kuv100 Nxt,K2+ D 6Str,1198 cc,Diesel,Hatchback,6,22.25 kmpl
Mahindra,Kuv100 Nxt,K4+ D 6Str,1198 cc,Diesel,Hatchback,6,22.25 kmpl
Mahindra,Kuv100 Nxt,K4+ 6Str,1198 cc,Petrol,Hatchback,6,15.5 kmpl
Mahindra,Kuv100 Nxt,K6+ 6Str,1198 cc,Petrol,Hatchback,6,15.5 kmpl
Mahindra,Kuv100 Nxt,K6+ D 6Str,1198 cc,Diesel,Hatchback,6,22.25 kmpl
Mahindra,Kuv100 Nxt,K8 6Str,1198 cc,Petrol,Hatchback,6,15.5 kmpl
Mahindra,Kuv100 Nxt,K8 D 6Str,1198 cc,Diesel,Hatchback,6,22.25 kmpl
Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,1198 cc,Petrol,Hatchback,6,15.5 kmpl
Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,1198 cc,Diesel,Hatchback,6,22.25 kmpl
Mahindra,Kuv100 Nxt,K4+ 5Str,1198 cc,Petrol,Hatchback,5,15.5 kmpl
Mahindra,Kuv100 Nxt,K6+ 5Str,1198 cc,Petrol,Hatchback,5,15.5 kmpl
Mahindra,Kuv100 Nxt,K8 5Str,1198 cc,Petrol,Hatchback,5,15.5 kmpl
Mahindra,Kuv100 Nxt,K4+ D 5Str,1198 cc,Diesel,Hatchback,5,22.25 kmpl
Mahindra,Kuv100 Nxt,K6+ D 5Str,1198 cc,Diesel,Hatchback,5,22.25 kmpl
Mahindra,Kuv100 Nxt,K8 D 5Str,1198 cc,Diesel,Hatchback,5,22.25 kmpl
Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,1198 cc,Diesel,Hatchback,5,22.25 kmpl
Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,1198 cc,Diesel,Hatchback,6,22.25 kmpl
Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,1198 cc,Petrol,Hatchback,5,15.5 kmpl
Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,1198 cc,Petrol,Hatchback,6,15.5 kmpl
Maruti Suzuki,Swift,Lxi,1197 cc,Petrol,Hatchback,5,12.6 kmpl
Maruti Suzuki,Swift,Vxi,1197 cc,Petrol,Hatchback,5,
Maruti Suzuki,Swift,Vxi Amt,1197 cc,Petrol,Hatchback,5,
Maruti Suzuki,Swift,Zxi,1197 cc,Petrol,Hatchback,5,
Maruti Suzuki,Swift,Zxi Amt,1197 cc,Petrol,Hatchback,5,
Maruti Suzuki,Swift,Zxi Plus,1197 cc,Petrol,Hatchback,5,
Maruti Suzuki,Swift,Ldi,1248 cc,Diesel,Hatchback,5,
Maruti Suzuki,Swift,Vdi,1248 cc,Diesel,Hatchback,5,
Maruti Suzuki,Swift,Vdi Amt,1248 cc,Diesel,Hatchback,5,
Maruti Suzuki,Swift,Zdi,1248 cc,Diesel,Hatchback,5,
Maruti Suzuki,Swift,Zdi Amt,1248 cc,Diesel,Hatchback,5,
Maruti Suzuki,Swift,Zdi Plus,1248 cc,Diesel,Hatchback,5,
Maruti Suzuki,Swift,Zxi Plus Amt,1197 cc,Petrol,Hatchback,5,
Maruti Suzuki,Swift,Zdi Plus Amt,1248 cc,Diesel,Hatchback,5,
Tata,Altroz,Xe Petrol,1199 cc,Petrol,Hatchback,5,
Tata,Altroz,Xm Petrol,1199 cc,Petrol,Hatchback,5,
Tata,Altroz,Xt Petrol,1199 cc,Petrol,Hatchback,5,
Tata,Altroz,Xz Petrol,1199 cc,Petrol,Hatchback,5,
Tata,Altroz,Xz (O) Petrol,1199 cc,Petrol,Hatchback,5,
Tata,Altroz,Xe Diesel,1497 cc,Diesel,Hatchback,5,
Tata,Altroz,Xm Diesel,1497 cc,Diesel,Hatchback,5,
Tata,Altroz,Xt Diesel,1497 cc,Diesel,Hatchback,5,
Tata,Altroz,Xz Diesel,1497 cc,Diesel,Hatchback,5,
Tata,Altroz,Xz (O) Diesel,1497 cc,Diesel,Hatchback,5,
Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,1994 cc,Diesel,SUV,9,8.6 kmpl
Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,1994 cc,Diesel,SUV,9,8.6 kmpl
Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,1994 cc,Diesel,SUV,9,8.6 kmpl
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,1994 cc,Diesel,SUV,9,8.6 kmpl
Icml,Extreme,Sd Di 9 Seater Bsiii,1994 cc,Diesel,SUV,9,8.6 kmpl
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,1994 cc,Diesel,SUV,9,8.6 kmpl
Icml,Extreme,Vd Crdfi 7 Seater Bsiii,1994 cc,Diesel,SUV,7,8.6 kmpl
Icml,Extreme,Vd Di 7 Seater Bsiii,1994 cc,Diesel,SUV,7,8.6 kmpl
Icml,Extreme,Sd Crdfi 9 Seater Bsiv,1994 cc,Diesel,SUV,9,8.6 kmpl
Icml,Extreme,Vd Crdfi 7 Seater Bsiv,1994 cc,Diesel,SUV,7,8.6 kmpl
Icml,Extreme,Sd Crdfi 9 Seater Bsiii,1994 cc,Diesel,SUV,9,8.6 kmpl
Tata,Tigor,Revotron Xe,1199 cc,Petrol,Sedan,5,24.12 kmpl
Tata,Tigor,Revotron Xm,1199 cc,Petrol,Sedan,5,24.12 kmpl
Tata,Tigor,Revotron Xz,1199 cc,Petrol,Sedan,5,24.12 kmpl
Tata,Tigor,Revotron Xz Plus,1199 cc,Petrol,Sedan,5,24.12 kmpl
Tata,Tigor,Revotron Xma,1199 cc,Petrol,Sedan,5,24.12 kmpl
Tata,Tigor,Revotron Xza Plus,1199 cc,Petrol,Sedan,5,24.12 kmpl
Tata,Zest,Xe Petrol,1193 cc,Petrol,Sedan,5,13.2 kmpl
Tata,Zest,Xe Diesel,1248 cc,Diesel,Sedan,5,19.2 kmpl
Tata,Zest,Xm Petrol,1193 cc,Petrol,Sedan,5,13.2 kmpl
Tata,Zest,Xms Petrol,1193 cc,Petrol,Sedan,5,13.2 kmpl
Tata,Zest,Xt Petrol,1193 cc,Petrol,Sedan,5,13.2 kmpl
Tata,Zest,Xm Diesel,1248 cc,Diesel,Sedan,5,19.2 kmpl
Tata,Zest,Xms Diesel,1248 cc,Diesel,Sedan,5,19.2 kmpl
Tata,Zest,Xt Diesel,1248 cc,Diesel,Sedan,5,19.2 kmpl
Tata,Zest,Xma Diesel,1248 cc,Diesel,Sedan,5,19.2 kmpl
Tata,Zest,Xta Diesel,1248 cc,Diesel,Sedan,5,19.2 kmpl
Tata,Zest,Zest Premio Edition,1248 cc,Diesel,Sedan,5,19.2 kmpl
Honda,Amaze,S Cvt Petrol,1199 cc,Petrol,Sedan,5,
Honda,Amaze,E Mt Diesel,1498 cc,Diesel,Sedan,5,
Honda,Amaze,E Mt Petrol,1199 cc,Petrol,Sedan,5,
Honda,Amaze,S Cvt Diesel,1498 cc,Diesel,Sedan,5,
Honda,Amaze,V Cvt Petrol,1199 cc,Petrol,Sedan,5,
Honda,Amaze,V Cvt Diesel,1498 cc,Diesel,Sedan,5,
Honda,Amaze,S Mt Diesel,1498 cc,Diesel,Sedan,5,
Honda,Amaze,Vx Mt Diesel,1498 cc,Diesel,Sedan,5,
Honda,Amaze,V Mt Diesel,1498 cc,Diesel,Sedan,5,
Honda,Amaze,Vx Mt Petrol,1199 cc,Petrol,Sedan,5,
Honda,Amaze,V Mt Petrol,1199 cc,Petrol,Sedan,5,
Honda,Amaze,S Mt Petrol,1198 cc,Petrol,Sedan,5,
Honda,Amaze,Exclusive Edition Diesel,1498 cc,Diesel,Sedan,5,
Honda,Amaze,Exclusive Edition Petrol,1199 cc,Petrol,Sedan,5,
Honda,Amaze,Vx Cvt Diesel,1498 cc,Diesel,Sedan,5,
Honda,Amaze,Vx Cvt Petrol,1199 cc,Petrol,Sedan,5,
Honda,Amaze,Ace Edition Cvt Diesel,1498 cc,Diesel,Sedan,5,
Honda,Amaze,Ace Edition Cvt Petrol,1199 cc,Petrol,Sedan,5,
Honda,Amaze,Ace Edition Mt Diesel,1498 cc,Diesel,Sedan,5,
Honda,Amaze,Ace Edition Mt Petrol,1199 cc,Petrol,Sedan,5,
Maruti Suzuki,Gypsy,Hard Top,1298 cc,Petrol,SUV,8,10.2 kmpl
Maruti Suzuki,Gypsy,Soft Top,1298 cc,Petrol,SUV,8,10.2 kmpl
Hyundai,Venue,1.2 Kappa Mt E,1197 cc,Petrol,SUV,5,
Hyundai,Venue,1.0 Turbo Gdi Mt S,998 cc,Petrol,SUV,5,
Hyundai,Venue,1.4 Crdi Mt E,1397 cc,Diesel,SUV,5,
Hyundai,Venue,1.0 Turbo Gdi Mt Sx,998 cc,Petrol,SUV,5,
Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,998 cc,Petrol,SUV,5,
Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),998 cc,Petrol,SUV,5,
Hyundai,Venue,1.0 Turbo Gdi Dct S,998 cc,Petrol,SUV,5,
Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,998 cc,Petrol,SUV,5,
Hyundai,Venue,1.2 Kappa Mt S,1197 cc,Petrol,SUV,5,
Hyundai,Venue,1.4 Crdi Mt S,1397 cc,Diesel,SUV,5,
Hyundai,Venue,1.4 Crdi Mt Sx,1397 cc,Diesel,SUV,5,
Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,1397 cc,Diesel,SUV,5,
Hyundai,Venue,1.4 Crdi Mt Sx(O),1397 cc,Diesel,SUV,5,
Tata,Nexon,Xe,1198 cc,Petrol,SUV,5,
Tata,Nexon,Xm,1198 cc,Petrol,SUV,5,
Tata,Nexon,Xz,1198 cc,Petrol,SUV,5,
Tata,Nexon,Xz Plus,1198 cc,Petrol,SUV,5,
Tata,Nexon,Xz Plus Dual Tone,1198 cc,Petrol,SUV,5,
Tata,Nexon,Xz Plus (O),1198 cc,Petrol,SUV,5,
Tata,Nexon,Xz Plus (O) Dual Tone,1198 cc,Petrol,SUV,5,
Tata,Nexon,Xma,1198 cc,Petrol,SUV,5,
Tata,Nexon,Xza Plus,1198 cc,Petrol,SUV,5,
Tata,Nexon,Xza Plus Dual Tone,1198 cc,Petrol,SUV,5,
Tata,Nexon,Xza Plus (O),1198 cc,Petrol,SUV,5,
Tata,Nexon,Xza Plus (O) Dual Tone,1198 cc,Petrol,SUV,5,
Tata,Nexon,Xe Diesel,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xm Diesel,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xz Diesel,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xz Plus Diesel,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xz Plus Diesel Dual Tone,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xz Plus (O) Diesel,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xz Plus (O) Diesel Dual Tone,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xma Diesel,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xza Plus Diesel,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xza Plus Diesel Dual Tone,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xza Plus (O) Diesel,1497 cc,Diesel,SUV,5,
Tata,Nexon,Xza Plus (O) Diesel Dual Tone,1497 cc,Diesel,SUV,5,
Fiat,Linea,Active Fire,1368 cc,Petrol,Sedan,5,"11,3 kmpl"
Fiat,Linea,Active Multijet,1248 cc,Diesel,Sedan,5,17.2 kmpl
Fiat,Linea,Dynamic Multijet,1248 cc,Diesel,Sedan,5,17.2 kmpl
Fiat,Linea,Emotion Multijet,1248 cc,Diesel,Sedan,5,17.2 kmpl
Fiat,Linea,T-Jet Emotion,1368 cc,Petrol,Sedan,5,"11,3 kmpl"
Mahindra,Bolero Power Plus,Zlx,1493 cc,Diesel,SUV,7,12.4 kmpl
Mahindra,Bolero Power Plus,Slx,1493 cc,Diesel,SUV,7,12.4 kmpl
Mahindra,Bolero Power Plus,Sle,1493 cc,Diesel,SUV,7,12.4 kmpl
Mahindra,Bolero Power Plus,Lx,1493 cc,Diesel,SUV,7,12.4 kmpl
Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,2523 cc,Diesel,SUV,7,9.4 kmpl
Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,2523 cc,Diesel,SUV,9,12.4 kmpl
Maruti Suzuki,Vitara Brezza,Ldi,1248 cc,Diesel,SUV,5,20 kmpl
Maruti Suzuki,Vitara Brezza,Vdi,1248 cc,Diesel,SUV,5,20 kmpl
Maruti Suzuki,Vitara Brezza,Zdi,1248 cc,Diesel,SUV,5,20 kmpl
Maruti Suzuki,Vitara Brezza,Zdi+,1248 cc,Diesel,SUV,5,20 kmpl
Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone,1248 cc,Diesel,SUV,5,20 kmpl
Maruti Suzuki,Vitara Brezza,Zdi+ Ags,1248 cc,Diesel,SUV,5,20 kmpl
Maruti Suzuki,Vitara Brezza,Vdi Ags,1248 cc,Diesel,SUV,5,20 kmpl
Maruti Suzuki,Vitara Brezza,Zdi Ags,1248 cc,Diesel,SUV,5,20 kmpl
Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone Ags,1248 cc,Diesel,SUV,5,20 kmpl
Hyundai,I20 Active,1.2 S,1197 cc,Petrol,Hatchback,5,15 kmpl
Hyundai,I20 Active,1.2 Sx,1197 cc,Petrol,Hatchback,5,15 kmpl
Hyundai,I20 Active,1.2 Sx Dual Tone,1197 cc,Petrol,Hatchback,5,15 kmpl
Hyundai,I20 Active,1.4 Sx,1396 cc,Diesel,Hatchback,5,21.19 kmpl
Ford,Ecosport,1.5L Ti-Vct Ambiente,1497 cc,Petrol,SUV,5,
Ford,Ecosport,1.5L Ti-Vct Trend,1497 cc,Petrol,SUV,5,
Ford,Ecosport,1.5L Ti-Vct Titanium,1497 cc,Petrol,SUV,5,
Ford,Ecosport,1.5L Ti-Vct Titanium Plus At,1497 cc,Petrol,SUV,5,
Ford,Ecosport,1.5L Tdci Ambiente,1498 cc,Diesel,SUV,5,
Ford,Ecosport,1.5L Tdci Trend,1498 cc,Diesel,SUV,5,
Ford,Ecosport,1.5L Tdci Titanium,1498 cc,Diesel,SUV,5,
Ford,Ecosport,1.5L Tdci Titanium Plus,1498 cc,Diesel,SUV,5,
Ford,Ecosport,1.5L Ti-Vct Titanium Plus,1497 cc,Petrol,SUV,5,
Ford,Ecosport,1.5L Tdci Titanium S,1498 cc,Diesel,SUV,5,
Ford,Ecosport,1.5L Ti-Vct Thunder Edition,1497 cc,Petrol,SUV,5,
Ford,Ecosport,1.5L Tdci Thunder Edition,1498 cc,Diesel,SUV,5,
Renault,Duster,Rxe Petrol,1498 cc,Petrol,SUV,5,10.2 kmpl
Renault,Duster,Rxs Petrol,1498 cc,Petrol,SUV,5,10 kmpl
Renault,Duster,Rxs (Opt) Cvt,1498 cc,Petrol,SUV,5,10 kmpl
Renault,Duster,85 Ps Rxe Mt Diesel,1461 cc,Diesel,SUV,5,16 kmpl
Renault,Duster,85 Ps Rxs Mt Diesel,1461 cc,Diesel,SUV,5,16 kmpl
Renault,Duster,110 Ps Rxs Mt Diesel,1461 cc,Diesel,SUV,5,16 kmpl
Renault,Duster,110 Ps Rxz Mt Diesel,1461 cc,Diesel,SUV,5,16 kmpl
Renault,Duster,110 Ps Rxz Amt Diesel,1461 cc,Diesel,SUV,5,16 kmpl
Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,1461 cc,Diesel,SUV,5,16 kmpl
Hyundai,Verna,1.6 Vtvt Sx,1591 cc,Petrol,Sedan,5,
Hyundai,Verna,1.6 Crdi Sx,1582 cc,Diesel,Sedan,5,19.9 kmpl
Hyundai,Verna,1.6 Crdi Sx (O),1582 cc,Diesel,Sedan,5,19.9 kmpl
Hyundai,Verna,1.6 Vtvt Sx (O),1591 cc,Petrol,Sedan,5,
Hyundai,Verna,1.6 Crdi Sx Plus At,1582 cc,Diesel,Sedan,5,14 kmpl
Hyundai,Verna,1.6 Vtvt Sx(O) At,1591 cc,Petrol,Sedan,5,
Hyundai,Verna,1.4 Vtvt Ex,1396 cc,Petrol,Sedan,5,
Hyundai,Verna,1.4 Vtvt E,1396 cc,Petrol,Sedan,5,
Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,1591 cc,Petrol,Sedan,5,
Hyundai,Verna,1.6 Vtvt Sx Plus At,1591 cc,Petrol,Sedan,5,
Hyundai,Verna,1.6 Crdi Sx(O) At,1582 cc,Diesel,Sedan,5,14 kmpl
Hyundai,Verna,1.4 Crdi E,1396 cc,Diesel,Sedan,5,
Hyundai,Verna,1.4 Crdi Ex,1396 cc,Diesel,Sedan,5,
Mahindra,Xuv300,1.2 W4,1197 cc,Petrol,SUV,5,
Mahindra,Xuv300,1.2 W6,1197 cc,Petrol,SUV,5,
Mahindra,Xuv300,1.2 W8,1197 cc,Petrol,SUV,5,
Mahindra,Xuv300,1.2 W8(O),1197 cc,Petrol,SUV,5,
Mahindra,Xuv300,1.5 W4,1497 cc,Diesel,SUV,5,
Mahindra,Xuv300,1.5 W6,1497 cc,Diesel,SUV,5,
Mahindra,Xuv300,1.5 W8,1497 cc,Diesel,SUV,5,
Mahindra,Xuv300,1.5 W8 (O),1497 cc,Diesel,SUV,5,
Mahindra,Xuv300,1.5 W8 Amt,1497 cc,Diesel,SUV,5,
Mahindra,Xuv300,1.5 W8 (O) Amt,1497 cc,Diesel,SUV,5,
Mahindra,Xuv300,1.5 W6 Amt,1497 cc,Diesel,SUV,5,
Renault,Lodgy,85 Ps Std,1461 cc,Diesel,MUV,8,21.04 kmpl
Renault,Lodgy,85 Ps Rxe 8 Seater,1461 cc,Diesel,MUV,8,21.04 kmpl
Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,1461 cc,Diesel,MUV,,21.04 kmpl
Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,1461 cc,Diesel,MUV,7,21.04 kmpl
Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,1461 cc,Diesel,MUV,8,21.04 kmpl
Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,1461 cc,Diesel,MUV,8,21.04 kmpl
Renault,Lodgy,85 Ps Rxe 7 Seater,1461 cc,Diesel,MUV,7,21.04 kmpl
Volkswagen,Vento,Trendline 1.6 (P),1598 cc,Petrol,Sedan,5,12.1 kmpl
Volkswagen,Vento,Highline 1.6 (P),1598 cc,Petrol,Sedan,5,
Volkswagen,Vento,Comfortline 1.6 (P),1598 cc,Petrol,Sedan,5,
Volkswagen,Vento,Highline 1.2 (P) Dsg,1197 cc,Petrol,Sedan,5,
Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,1197 cc,Petrol,Sedan,5,
Volkswagen,Vento,Trendline 1.5 (D),1498 cc,Diesel,Sedan,5,
Volkswagen,Vento,Comfortline 1.5 (D),1498 cc,Diesel,Sedan,5,
Volkswagen,Vento,Highline 1.5 (D),1498 cc,Diesel,Sedan,5,
Volkswagen,Vento,Highline 1.5 (D) Dsg,1498 cc,Diesel,Sedan,5,
Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,1498 cc,Diesel,Sedan,5,
Volkswagen,Vento,Gt Line (D),1498 cc,Diesel,Hatchback,5,19 kmpl
Volkswagen,Vento,Gt Line (P) Dsg,1197 cc,Petrol,Hatchback,5,17 kmpl
Mahindra,E2O Plus,P4,,Electric,Hatchback,4,80 kmpl
Mahindra,E2O Plus,P6,,Electric,Hatchback,4,80 kmpl
Tata,Tigor Ev,Xm+,,Electric,Sedan,5,
Tata,Tigor Ev,Xt+,,Electric,Sedan,5,
Tata,Tigor Ev,Xe+,,Electric,Sedan,5,
Honda,Brv,E Petrol,1497 cc,Petrol,SUV,7,12 kmpl
Honda,Brv,S Petrol,1497 cc,Petrol,SUV,7,12 kmpl
Honda,Brv,V Petrol,1497 cc,Petrol,SUV,7,12 kmpl
Honda,Brv,Vx Petrol,1497 cc,Petrol,SUV,7,12 kmpl
